name;site;code;type;longitude;latitude;height
Corsica et Sardinia;Cap Corse;M;Amphora incerta;9.402323;42.983021;0
Italia;Ostia Antica;ACIRGI;Dressel 20;12.283333;41.75;0
Italia;Albinia;DAS;Dressel 1C;11.25;42.5;0
Tarraconensis;Barcelona;LAETI;Pascual 1;2.1741;41.398371;0
Lugdunensis;Mont-Beuvray;H;Dressel 1;4.032143;46.92678;0
Italia;San Vincenzo;FVIVCVN;Ignotus;10.533333;43.1;0
Italia;Ostia Antica;QFG;Dressel 20;12.283333;41.75;0
Italia;Brindisi;BAHANO;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Vienne;QCR;Dressel 20;4.873453;45.524785;0
Tarraconensis;Ciudadela;CIAS;Pascual 1;3.833333;40.033333;0
Italia;Albinia;NICIA;Greco-Italica;11.25;42.5;0
Italia;Magreta;SNT;Amphora incerta;10.8;44.6;0
Italia;Brindisi;GORGIA;Brindisian amphora;17.933333;40.633333;0
Germania Inferior;Voorburg;LMELMF;Dressel 20;4.388258;52.069049;0
Tarraconensis;Sant Vicenc dels Horts;PH;Pascual 1;2.007994;41.396145;0
Tarraconensis;Sant Boi de Llobregat;F;Pascual 1;2.040791;41.342647;0
Narbonensis;Arles;PORPS;Dressel 20;4.636331;43.681659;0
Tarraconensis;Sant Vicenc dels Horts;PR;Dressel 2-4 Catalan;2.007994;41.396145;0
Narbonensis;Narbonne;H;Pascual 1;3.008816;43.184417;0
Narbonensis;Frejus;ROMANI;Dressel 20;6.735237;43.432858;0
Narbonensis;Pomas;A;Dressel 1;2.292737;43.112;0
Narbonensis;Golfe de Fos;AMVELMA;Dressel 20;4.942851;43.383543;0
Baetica;Palma del Rio;QIVLIRVTILIANI;Signacula;-5.281208;37.700239;0
Italia;Brindisi;CTESO;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Mont-Beuvray;GK;Dressel 1;4.032143;46.92678;0
Germania Superior;Augst;SVCCESI;Dressel 20;7.717205;47.536818;0
Tarraconensis;Sant Vicenc dels Horts;P;Dressel 2-4 Catalan;2.007994;41.396145;0
Germania Superior;Augst;CANTONIQVIETI;Dressel 20;7.717205;47.536818;0
Tarraconensis;Sant Vicenc dels Horts;R;Dressel 2-4 Catalan;2.007994;41.396145;0
Narbonensis;Saint-Paul-Trois-Chateaux;ALSE;Gauloise 1;4.765745;44.349093;0
Germania Superior;Mandeure;GAEP;Amphora incerta;6.807625;47.449211;0
Tarraconensis;San Pedro;NICIA;Lamboglia 2;-0.751789;37.802242;0
Noricum;Magdalensberg;CLYMEN;Dressel 6B;14.966667;46.65;0
Narbonensis;Port-Vendres;PHILO;Dressel 20;3.104371;42.517594;0
Germania Superior;Biesheim;PORLAR;Dressel 20;7.544738;48.041178;0
Tarraconensis;Valencia;AEMHEL;Keay 16;-0.666667;39.5;0
Tarraconensis;Reus;PALMA;Tegula;1.107423;41.155913;0
Narbonensis;Roanne;LREVTICHI;Dressel 20;5.265397;44.690917;0
Tarraconensis;Sant Boi de Llobregat;AT;Dressel 2-4 Catalan;2.040791;41.342647;0
Italia;Ostia Antica;TOPHCS;Africana 1B pic.;12.283333;41.75;0
Narbonensis;Golfe de Fos;POROCODV;Dressel 20;4.942851;43.383543;0
Belgica;Forbach;PLS;Dressel 20;6.833333;49.083333;0
Aquitania;Cahors;CEFP;Dressel 20;1.43924;44.454598;0
Narbonensis;Narbonne;EVO;Pascual 1;3.008816;43.184417;0
Narbonensis;Golfe de Fos;SAXFER;Dressel 20;4.942851;43.383543;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Augst;MI;Dressel 20;7.717205;47.536818;0
Tarraconensis;Llafranc;QCR;Dressel 20;3.194503;41.894075;0
Baetica;Lora del Rio;MIM;Dressel 20;-5.52751;37.658961;0
Sicilia;Lilibeo;MVA;Greco-Italica;12.416667;37.8;0
Mauretania Tingitana;Banasa;QC;Dressel 20;-6.115818;34.60144;0
Lusitania;Lagos;LMA;Dressel 20;-8.674242;37.101782;0
Lugdunensis;Mont-Beuvray;ARTE;Dressel 1;4.032143;46.92678;0
Italia;Brindisi;CTESO;Brindisian amphora;17.933333;40.633333;0
Britannia;Exeter;MIMOPSI;Dressel 20;-3.533333;50.7;0
Tarraconensis;Llinars;PHEIDI;Tarraconense 1;2.397787;41.639971;0
Africa Proconsularis;Cartago;A;Amphora incerta;10.333333;36.866667;0
Italia;Arcevia;ROD;Amphora incerta;12.933333;43.5;0
Italia;Brindisi;APPVLEI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Golfe de Fos;CISSI;Dressel 20;4.942851;43.383543;0
Germania Superior;Bad Cannstatt;LIT;Dressel 20;9.241809;48.805827;0
Mauretania Tingitana;Banasa;MAEME;Dressel 20;-6.115818;34.60144;0
Italia;Padova;CHELAB;Dressel 6B;11.883333;45.416667;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Narbonensis;Saint-Romain-en-Gal;CSEMPRONIPOLYCLITI;Dressel 20;4.860743;45.531592;0
Germania Superior;Bad Wimpfen;QMM;Dressel 20;9.156485;49.229708;0
Asia;Selcuk (Ephesus);CFG;Dressel 6A;27.372747;37.948564;0
Lusitania;Setubal;GERMAN;Lusitania 3;-8.9;38.533333;0
Narbonensis;Golfe de Fos;MAHE;Dressel 1B;4.942851;43.383543;0
Narbonensis;Golfe de Fos;MIM;Dressel 20;4.942851;43.383543;0
Aegyptus;Alexandria;LVALERITERNI;Dressel 20;29.955266;31.215645;0
Britannia;Corbridge;CMM;Dressel 20;-2.016667;54.966667;0
Narbonensis;Narbonne;EVO;Pascual 1;3.008816;43.184417;0
Baetica;Lora del Rio;RHIVA;Dressel 20;-5.52751;37.658961;0
Tarraconensis;Colonia de Sant Jordi;SCD;Dressel 1A;3;39.316667;0
Baetica;Ecija;QIA;Dressel 20;-5.082599;37.542203;0
Lugdunensis;Mont-Beuvray;LAC;Dressel 1;4.032143;46.92678;0
Sicilia;Siracusa;AGX;Amphora incerta;15.3;37.066667;0
Narbonensis;Ponteilla;OC;Dressel 2-4;2.813348;42.625943;0
Italia;Tortona;MHERPHAE;Dressel 6A;8.866667;44.9;0
Italia;Canale Giancola;DIOCLES;Brindisian amphora;17.85;40.683333;0
Narbonensis;Geneve;OF;Dressel 20;6.148113;46.195602;0
Narbonensis;Murviel-les-Montpellier;DEMETRI;Lamboglia 2;3.73858;43.606282;0
Tarraconensis;Ampurias;PRIM;Pascual 1;3.117809;42.139543;0
Britannia;Chesters;FSCIMNIANO;Dressel 20;-2.15;55.016667;0
Tarraconensis;Badalona;P;Dressel 2-4 Catalan;2.244789;41.447145;0
Italia;Brindisi;BAHANO;Brindisian amphora;17.933333;40.633333;0
Italia;Padova;APROCICRAS;Dressel 6A;11.883333;45.416667;0
Lugdunensis;Lyon?;PSAVITI;Dressel 20;4.846711;45.748457;0
Tarraconensis;Sant Boi de Llobregat;QVALE;Dressel 2-4 Catalan;2.040791;41.342647;0
Tarraconensis;Sant Vicenc dels Horts;PLOC;Dressel 2-4 Catalan;2.007994;41.396145;0
Macedonia;Pojan;PCLAVDIVSNQ;Brindisian amphora;20.8375;40.725833;0
Narbonensis;Golfe de Fos;PVEVEIPFPA;Dressel 1B;4.942851;43.383543;0
Britannia;Wroxeter;QMR;Dressel 20;-2.65;52.666667;0
Belgica;Pommiers;MM;Amphora incerta;3.272973;49.3931;0
Italia;Asolo;CLAEK;Dressel 6B;11.9;45.8;0
Baetica;Hornachuelos;MARTINVS;Amphora incerta;-5.233333;37.833333;0
Italia;Urbisaglia;XLEYSYAXINTHIOY;Rodia;13.383333;43.2;0
Narbonensis;Port-Vendres;LVALERIVITALIS;Dressel 20;3.104371;42.517594;0
Aquitania;Saintes;I;Pascual 1;-0.631674;45.745604;0
Britannia;Beckfoot;MFF;Dressel 20;-3.283333;54.383333;0
Dalmatia;Stanici-Celina;KANI;Lamboglia 2;16.727778;43.416667;0
Germania Superior;Frankfurt am Main;TATILIASIATICI;Dressel 20;8.684167;50.11552;0
Italia;Vicenza;DI;Dressel 6B;11.55;45.55;0
Tarraconensis;Badalona;QMEVI;Tarraconense 1;2.244789;41.447145;0
Italia;Brindisi;QOBVLTRON;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Perpignan;PHPHI;Pascual 1;2.897098;42.696172;0
Tarraconensis;Sant Boi de Llobregat;QVA;Dressel 2-4 Catalan;2.040791;41.342647;0
Narbonensis;Saint-Romain-en-Gal;SCALESIAR;Dressel 20;4.860743;45.531592;0
Germania Inferior;Ouddorp;CCLP;Dressel 20;3.934524;51.817144;0
Tarraconensis;Sant Vicenc dels Horts;PEFPFE;Dressel 2-4 Catalan;2.007994;41.396145;0
Mauretania Tingitana;Volubilis;CLM;Dressel 20;-5.557032;34.073697;0
Narbonensis;Narbonne;T;Pascual 1;3.008816;43.184417;0
Italia;Cremona;EVRIDICI;Lamboglia 2;10.033333;45.116667;0
Germania Inferior;Koln;FELICIS;Dressel 20;6.95;50.933333;0
Tarraconensis;Almazora;RIMIGEDOMT;Mortarium;-0.064991;39.947502;0
Italia;Altino;BPHILISTI;Dressel ante 6B;12.393333;45.544444;0
Tarraconensis;Sant Boi de Llobregat;QVALE;Pascual 1;2.040791;41.342647;0
Aquitania;Saintes;V;Pascual 1;-0.631674;45.745604;0
Baetica;Ecija;SIP;Dressel 20;-5.082599;37.542203;0
Narbonensis;Port-Vendres;CFAV;Dressel 20;3.104371;42.517594;0
Dalmatia;Split;SCOROBRES;Dressel 20;16.455833;43.513889;0
Germania Superior;Gro?krotzenburg;DOM;Dressel 20;8.980744;50.082227;0
Britannia;Bardon Mill;AP;Dressel 20;-2.333333;54.966667;0
Narbonensis;Vienne;MIM;Dressel 20;4.873453;45.524785;0
Lugdunensis;Rouen;FIT;Dressel 20;0.158146;49.521309;0
Tarraconensis;San Pedro;NICI;Lamboglia 2;-0.751789;37.802242;0
Baetica;Palma del Rio;SAXOFERREO;Dressel 20;-5.281208;37.700239;0
Germania Superior;Frankfurt am Main;QCR;Dressel 20;8.684167;50.11552;0
Tarraconensis;Villaricos;MAGON;Tripolitana;-1.76876;37.250857;0
Lugdunensis;Mont-Beuvray;CC;Dressel 1;4.032143;46.92678;0
Britannia;Colchester;PSAVITI;Dressel 20;0.9;51.883333;0
Narbonensis;Golfe de Fos;CAEPO;Lamboglia 2;4.942851;43.383543;0
Britannia;Caerwent;SER;Dressel 20;-2.766667;51.61;0
Tarraconensis;Sant Vicenc dels Horts;IA;Dressel 2-4;2.007994;41.396145;0
Germania Superior;Bern;ACIRGI;Dressel 20;7.466667;46.916667;0
Tarraconensis;Badalona;VAS;Pascual 1;2.244789;41.447145;0
Italia;Canale Giancola;APOLLONID;Brindisian amphora;17.85;40.683333;0
Narbonensis;Roanne;L;Dressel 1;5.265397;44.690917;0
Lusitania;Peniche;LARVENIRVSTICI;Dressel 7-11;-9.380439;39.357486;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Narbonensis;Golfe de Fos;PLOC;Dressel 2-4;4.942851;43.383543;0
Italia;Ostia Antica;PMOCVFIGEDO;Dressel 20;12.283333;41.75;0
Italia;Padova;AE;Dressel 6A;11.883333;45.416667;0
Tarraconensis;Alicante;QSP;Dressel 20;-0.45;38.35;0
Narbonensis;Frejus;EPLELP;Pascual 1;6.735237;43.432858;0
Italia;Brindisi;BAHANO;Brindisian amphora;17.933333;40.633333;0
Germania Inferior;Koln;QCCL;Dressel 20;6.95;50.933333;0
Italia;Oderzo;CLAEKBAS;Dressel 6B;12.488056;45.78;0
Italia;Brindisi;APPVLEI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Port-Vendres;CARRENI;Dressel 20;3.104371;42.517594;0
Germania Superior;Frankfurt am Main;AGRICOLAE;Dressel 20;8.684167;50.11552;0
Tarraconensis;Port de la Selva;QFS;Pascual 1;3.203926;42.337045;0
Narbonensis;Vienne;CSEMPRONIPOLYCLITI;Dressel 20;4.873453;45.524785;0
Italia;Padova;FEL;Dressel 6B;11.883333;45.416667;0
Italia;Canale Giancola;HERMAISCI;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Denia;DVLV;Lamboglia 2;0.10797;38.841344;0
Tarraconensis;Isla de Cabrera;MAVIASYLMAVIASVL;Africana 2;2.949407;39.144609;0
Narbonensis;Port-Vendres;PHILO;Dressel 20;3.104371;42.517594;0
Italia;Canale Giancola;APOLLONID;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Valencia;MEVI;Tarraconense 1;-0.666667;39.5;0
Germania Superior;Ehl;DOM;Dressel 20;7.616482;48.371252;0
Italia;Canale Giancola;HERMAISCI;Brindisian amphora;17.85;40.683333;0
Germania Superior;Mainz;LFC;Dressel 20;8.279096;49.984188;0
Germania Superior;Augst;LVIBICHROMIS;Dressel 20;7.717205;47.536818;0
Britannia;Leicester;ROMANI;Dressel 20;-1.133333;52.633333;0
Tarraconensis;Mataro;TE;Dressel 2-4 Catalan;2.444503;41.542113;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Italia;Tortona;IALI;Dressel 6B;8.866667;44.9;0
Narbonensis;Antibes;AE;Dressel 1B;7.127766;43.562407;0
Baetica;Alcolea del Rio;PNN;Dressel 20;-5.666942;37.615058;0
Britannia;Colchester;LQS;Dressel 20;0.9;51.883333;0
Italia;Canale Giancola;SCOPA;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Mont-Beuvray;MA;Dressel 1;4.032143;46.92678;0
Italia;Vada;C;Amphora incerta;10.45;43.35;0
Narbonensis;Narbonne;PILIP;Dressel 1B;3.008816;43.184417;0
Tarraconensis;Azaila;SCOPA;Brindisian amphora;-0.494139;41.291203;0
Tarraconensis;Sant Vicenc dels Horts;PYR;Pascual 1;2.007994;41.396145;0
Tarraconensis;Barcelona;QCR;Dressel 20;2.1741;41.398371;0
Narbonensis;Aoste;VRITTITER;Dressel 20;5.610142;45.586794;0
Germania Inferior;Bonn;A;Dressel 20;7.095485;50.73438;0
Noricum;Magdalensberg;LAEKB;Dressel 6B;14.966667;46.65;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Cap du Dramont;AC;Dressel 2-4;6.854715;43.415007;0
Italia;Milano;EPICA;Lamboglia 2;9.2;45.466667;0
Britannia;Colchester;CSL;Amphora incerta;0.9;51.883333;0
Aquitania;Chateaumeillant;QVA;Amphora incerta;2.195146;46.562194;0
Italia;Vicenza;LAEK;Dressel 6B;11.55;45.55;0
Tarraconensis;Mahon;SC;Dressel 2-4 Catalan;4.25;39.883333;0
Aegyptus;Fayum;HPAIOC;Brindisian amphora;30.841804;29.309949;0
Germania Superior;Niederbieber;LQS;Dressel 20;8.566917;50.271515;0
Tarraconensis;Barcelona;AN;Amphora incerta;2.1741;41.398371;0
Britannia;London;BELLVCI;Dressel 20;-0.093145;51.514248;0
Italia;Canale Giancola;APOLONI;Brindisian amphora;17.85;40.683333;0
Belgica;Titelberg;MAR;Dressel 20;5.859722;49.540278;0
Germania Superior;Dieburg;MMCS;Dressel 20;8.846132;49.897382;0
Italia;Brindisi;GORGIA;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Avenches;LSEX;Dressel 20;7.041042;46.880888;0
Italia;Vicenza;LAEK;Dressel 6B;11.55;45.55;0
Italia;Brindisi;MENOPILVS;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;SCOPAS;Brindisian amphora;17.85;40.683333;0
Narbonensis;Clermont-l'Herault;ADDA;Amphora incerta;3.432619;43.628947;0
Lugdunensis;Rouen;DOM;Dressel 20;0.158146;49.521309;0
Lugdunensis;Macon;CIN;Dressel 1B;4.828233;46.314074;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;BAHANO;Brindisian amphora;17.933333;40.633333;0
Baetica;Lora del Rio;MIM;Dressel 20;-5.52751;37.658961;0
Narbonensis;Orange;CALPVRNB;Dressel 20;4.807906;44.139195;0
Italia;Brindisi;STR;Brindisian amphora;17.933333;40.633333;0
Italia;Modena;CIRT;Amphora incerta;10.9;44.5;0
Britannia;Edinburgh;LFS;Dressel 20;1.333333;51.283333;0
Narbonensis;Narbonne;L;Pascual 1;3.008816;43.184417;0
Tarraconensis;Calvia;QCLLR;Lamboglia 2;2.503669;39.566156;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Chateau Rousillon;CIVP;Dressel 20;2.946711;42.710403;0
Italia;Brindisi;APOLLONI;Brindisian amphora;17.933333;40.633333;0
Britannia;Winchester;QAR;Dressel 20;-1.316667;51.016667;0
Italia;Canale Giancola;MENOPHILI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;HPAIOC;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Marseille;PMNRP;Dressel 20;5.37606;43.285413;0
Narbonensis;Geneve;MIM;Dressel 20;6.148113;46.195602;0
Britannia;London;FCON;Dressel 20;-0.093145;51.514248;0
Caledonia;Abernethy;FSCIMNIANO;Dressel 20;-3.333333;56.333333;0
Britannia;Cirencester;QIM;Dressel 20;-1.983333;51.733333;0
Baetica;Lora del Rio;DIA;Dressel 20;-5.52751;37.658961;0
Narbonensis;Rade d'Agay;S;Dressel 2-4 Catalan;6.866667;43.433333;0
Lugdunensis;Lyon?;MAVRI;Dressel 20;4.846711;45.748457;0
Tarraconensis;Cap de Creus;LCV;Dressel 20;3.321807;42.318238;0
Tarraconensis;Calvia;LVC;Dressel 1A;2.503669;39.566156;0
Narbonensis;Rivesaltes;ARBAR;Dressel 2-4;2.87239;42.76945;0
Baetica;Puerto Real;AQA;Dressel 7-11;-6.191022;36.528604;0
Italia;Brindisi;STR;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Lyon?;BARMASI;Dressel 20;4.846711;45.748457;0
Baetica;Ecija;LAVRELIGERMANI;Dressel 20;-5.082599;37.542203;0
Tarraconensis;La Alcudia (Valencia);HERO;Ignotus;-0.42943;38.759073;0
Baetica;Alcolea del Rio;STATI;Dressel 20;-5.666942;37.615058;0
Italia;Martigny;PMANISVP;Dressel 20;7.076771;46.104593;0
Narbonensis;Roanne;MV;Dressel 1B;5.265397;44.690917;0
Baetica;Lora del Rio;QAELIOPTATI;Dressel 20;-5.52751;37.658961;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Germania Inferior;Voorburg;MGOC;Dressel 20;4.388258;52.069049;0
Germania Superior;Seltz;PERVINCVS;Dressel 20;8.106413;48.893982;0
Narbonensis;Golfe de Fos;LSAR;Dressel 20;4.942851;43.383543;0
Tarraconensis;Llafranc;PVSVLVEIEN;Tegula;3.194503;41.894075;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Britannia;Edinburgh;QMR;Dressel 20;1.333333;51.283333;0
Britannia;Newstead;LIQ;Dressel 20;-1.216667;53.066667;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Aquitania;Poitiers;SANCTVSFEC;Amphora incerta;0.333333;46.583333;0
Italia;Padova;VARIPACCI;Dressel 6B;11.883333;45.416667;0
Italia;Canosa;NES;Dressel 6A;16.066667;41.216667;0
Africa Proconsularis;Hammamet;MLVB;Africana 2A Grande;10.616667;36.4;0
Italia;Brindisi;MEXSONI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Port de la Selva;S;Pascual 1;3.203926;42.337045;0
Germania Superior;Orlen;LIT;Dressel 20;8.186805;50.181629;0
Italia;Bologna;SONION;Amphora incerta;11.433333;44.466667;0
Tarraconensis;Cartagena;CL;Dressel 2-4 Catalan;-0.986232;37.605121;0
Tarraconensis;Badalona;V;Pascual 1;2.244789;41.447145;0
Britannia;Wroxeter;LAP;Dressel 20;-2.65;52.666667;0
Lusitania;Alcacer do Sal?;MAMVNS;Dressel 14;-8.514436;38.373258;0
Narbonensis;Nimes;TTME;Gauloise 1;4.359623;43.833778;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Tarraconensis;San Pedro;NICIA;Lamboglia 2;-0.751789;37.802242;0
Britannia;Colchester;ACIRGI;Dressel 20;0.9;51.883333;0
Narbonensis;Antibes;SOS;Dressel 1B;7.127766;43.562407;0
Germania Superior;Gro?-Gerau;LFC;Dressel 20;8.48255;49.921394;0
Tarraconensis;Barcelona;CA;Dressel 2-4 Catalan;2.1741;41.398371;0
Germania Superior;Augst;MAR;Dressel 20;7.717205;47.536818;0
Italia;Pompeya;SEXLIG;Amphora incerta;14.483333;40.75;0
Germania Superior;Nida-Heddernheim;CIS;Dressel 20;8.645835;50.159548;0
Narbonensis;Frejus;FVS;Dressel 2-4 Catalan;6.735237;43.432858;0
Tarraconensis;Ampurias;SAXOFERREO;Dressel 20;3.117809;42.139543;0
Britannia;London;PHILO;Dressel 20;-0.093145;51.514248;0
Lugdunensis;Lyon?;MEE;Dressel 20;4.846711;45.748457;0
Britannia;St. Albans;STATIANIENSIA;Dressel 20;-0.25;51.833333;0
Britannia;Newstead;FCMA;Dressel 20;-1.216667;53.066667;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;PTOLEMAE;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Alayor;SES;Amphora incerta;4.14196;39.934563;0
Narbonensis;Golfe de Fos;LSAR;Dressel 20;4.942851;43.383543;0
Belgica;Metz;SAENIANES;Dressel 20;6.175875;49.115461;0
Tarraconensis;Sant Vicenc dels Horts;SEC;Dressel 2-4 Catalan;2.007994;41.396145;0
Narbonensis;Narbonne;VAS;Pascual 1;3.008816;43.184417;0
Lugdunensis;Lyon?;ATTI;Dressel 2-4 Lyon 2;4.846711;45.748457;0
Noricum;Magdalensberg;DATIA;Dressel 6B;14.966667;46.65;0
Tarraconensis;Sant Boi de Llobregat;ANT;Pascual 1;2.040791;41.342647;0
Italia;Brindisi;LAPANES;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Germania Inferior;Nijmegen;LVALERIAMETISTI;Dressel 20;5.866667;51.833333;0
Lugdunensis;Lyon?;MCIVSFECITMCIVSPIICIT;Gauloise 1;4.846711;45.748457;0
Lugdunensis;Mont-Beuvray;GA;Dressel 1;4.032143;46.92678;0
Germania Inferior;Neuss;ACIRGI;Dressel 20;6.685037;51.198071;0
Narbonensis;Vienne;MMR;Dressel 20;4.873453;45.524785;0
Italia;Ostia Antica;CCHREST;Dressel 20;12.283333;41.75;0
Italia;Cremona;Q;Lamboglia 2;10.033333;45.116667;0
Germania Superior;Ladenburg (Lopodunum);LIVNIMELISSI;Dressel 20;8.608962;49.473071;0
Aegyptus;Alexandria;SALMVS;Brindisian amphora;29.955266;31.215645;0
Italia;Canale Giancola;APOLLONIDES;Brindisian amphora;17.85;40.683333;0
Narbonensis;Montagnac;CSEMPRONIPOLYCLITI;Dressel 20;3.483119;43.480871;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Narbonensis;Narbonne;CCHREST;Dressel 20;3.008816;43.184417;0
Germania Superior;Ehl;MAR;Dressel 20;7.616482;48.371252;0
Tarraconensis;Isla de Cabrera;TOPMAR;Africana 2;2.949407;39.144609;0
Baetica;Lora del Rio;MIM;Dressel 20;-5.52751;37.658961;0
Africa Proconsularis;Salakta;SIGNUM;Africana;11.043611;35.394444;0
Germania Superior;Mainz;MS;Ignotus;8.279096;49.984188;0
Narbonensis;Aude;DIOCLMESORPMAR;Dressel 1;2.971236;43.289149;0
Narbonensis;Narbonne;QP;Pascual 1;3.008816;43.184417;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Koblenz;VIRGIN;Dressel 20;7.578835;50.353573;0
Corsica et Sardinia;Iles Lavezzi;ANT;Dressel 2-4 Catalan;9.254185;41.341096;0
Narbonensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;3.104371;42.517594;0
Tarraconensis;Reus;CHR;Dressel 2-4 Catalan;1.107423;41.155913;0
Italia;Brindisi;APOLONI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Boi de Llobregat;FEL;Pascual 1;2.040791;41.342647;0
Lugdunensis;Mont-Beuvray;MANT;Pascual 1;4.032143;46.92678;0
Britannia;Colchester;SAXFER;Dressel 20;0.9;51.883333;0
Lugdunensis;Mont-Beuvray;IL;Dressel 1;4.032143;46.92678;0
Narbonensis;Narbonne;CCONSI;Pascual 1;3.008816;43.184417;0
Italia;Brindisi;APOLLONI;Brindisian amphora;17.933333;40.633333;0
Italia;Modena;CREA;Amphora incerta;10.9;44.5;0
Italia;Brindisi;LLVCI;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Nuits-Saint-Georges;ENNIORVMIVLIORVM;Dressel 20;4.949001;47.136829;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Lyon?;SAENIANES;Dressel 20;4.846711;45.748457;0
Narbonensis;Aspiran,Herault;LAETI;Pascual 1 similis;3.449751;43.565809;0
Italia;Ostia Antica;MERCVRCANN;Africana 1A pic.;12.283333;41.75;0
Sicilia;Erice;IREBIT;Amphora incerta;12.583333;38.033333;0
Tarraconensis;Sant Boi de Llobregat;TH;Dressel 2-4 Catalan;2.040791;41.342647;0
Italia;Paggio Gramignano (Lugnano in Teverina);MC;Ignotus;12.333333;42.566667;0
Germania Superior;Strasbourg;TAA;Dressel 20;7.787355;48.600381;0
Italia;Vicenza;PQSCAPVLAE;Dressel 6B;11.55;45.55;0
Britannia;Ribchester;AGRICOLAE;Dressel 20;-2.533333;53.8;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Boi de Llobregat;QVA;Pascual 1;2.040791;41.342647;0
Tarraconensis;Caldes de Montbui;LLQ;Pascual 1;2.169444;41.629167;0
Narbonensis;Narbonne;CTE;Pascual 1;3.008816;43.184417;0
Tarraconensis;San Pedro;PLATO;Lamboglia 2;-0.751789;37.802242;0
Tarraconensis;Sant Quirze del Valles;CAT;Pascual 1;2.081905;41.531905;0
Tarraconensis;San Pedro;NICIA;Lamboglia 2;-0.751789;37.802242;0
Italia;Padova;CMIM;Lamboglia 2;11.883333;45.416667;0
Italia;Ostia Antica;LQR;Dressel 20;12.283333;41.75;0
Narbonensis;Frejus;QIC;Dressel 20;6.735237;43.432858;0
Tarraconensis;Elche;EXPROVMAVRCAESTVBVS;Dressel 30 - Keay 1B;-0.706103;38.264987;0
Italia;Modena;SCOS;Lamboglia 2;10.916667;44.666667;0
Germania Superior;Hedelbergen;LAPAE;Dressel 20;8.862251;50.236768;0
Tarraconensis;Mataro;HY;Pascual 1;2.444503;41.542113;0
Tarraconensis;San Juan Despi;MINCEL;Pascual 1;2.057102;41.368166;0
Italia;Modena;ALEXA;Amphora incerta;10.9;44.5;0
Narbonensis;Saint-Romain-en-Gal;NERVAE;Dressel 20;4.860743;45.531592;0
Tarraconensis;Badalona;MPORCIMPORC;Pascual 1;2.244789;41.447145;0
Noricum;Magdalensberg;LAEKH;Dressel 6B;14.966667;46.65;0
Narbonensis;Golfe de Fos;P;Dressel 2-4 Catalan;4.942851;43.383543;0
Belgica;Trier;CAMILIMELISSI;Dressel 20;6.636628;49.75979;0
Tarraconensis;Caldes de Montbui;MCN;Pascual 1;2.169444;41.629167;0
Germania Inferior;Altkalkar;SAXOFERRI;Dressel 20;6.283333;51.733333;0
